,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
11736,11736,11736,11736,False,,12000000,Drama,,16727,tt0433416,English,The Namesake,"American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.",4.273271,http://img.omdbapi.com/?i=tt0433416&h=600&apikey=f3f2af9c,"Fox_Searchlight_Pictures,Mirabai_Films","India,United_States_of_America",2006-09-02,20138836.0,122.0,"বাংলা,Český,English,Français,हिन्दी",Released,Two Worlds. One Journey.,The Namesake,False,6.8,50.0,2006,"Gogol/Nikhil-Kal_Penn,Ashima_Ganguli-Tabu,Ashoke_Ganguli-Irrfan_Khan,Sonali_Ganguli-Sahira_Nair,Maxine_Ratliffe-Jacinda_Barrett,Moushumi_Mazoomdar-Zuleikha_Robinson,Ashoke's_Mother-Ruma_Guha_Thakurta,Ashima's_Father-Sabyasachi_Chakraborty,Ashima's_Grandmother-Supriya_Choudhury",Mira_Nair,"indian_lead,independent_film,woman_director",,,
11937,11937,11937,11937,False,,0,Drama,,33294,tt0347016,Danish,Forbrydelser,"Anna, a young theology graduate, starts work as a prison chaplain. She becomes especially concerned about one inmate, Kate, regarded as difficult and withdrawn, but whom the other inmates credit with mysterious healing powers.",1.580642,http://img.omdbapi.com/?i=tt0347016&h=600&apikey=f3f2af9c,Zentropa_Entertainments,Denmark,2004-01-23,0.0,101.0,Dansk,Released,,In Your Hands,False,5.6,8.0,2004,"Anna-Ann_Eleonora_Jørgensen,Kate-Trine_Dyrholm,Henrik-Nicolaj_Kopernikus,Marion-Sonja_Richter,Jossi-Sarah_Boberg,-Lars_Ranthe,-Henrik_Prip,-Jens_Albinus,-Kirsten_Olesen,-Mette_Munk_Plum,-Benedikte_Hansen,-Petrine_Agger,-Mia_Lyhne,-Helle_Hertz,-Lisbet_Lundquist,-Luna_Worsøe_Mollerup,-Jens_Rosenberg,-Jens_Zacho_Böye,-Lars_Oluf_Larsen,-Marie_Katrine_Rasch,-Luca_Miceli,-Pauli_Ryberg",Annette_K._Olesen,"independent_film,dogme_95,woman_director",33294.0,90248.0,9463.0
12014,12014,12014,12014,False,,0,Comedy,,15581,tt0785077,English,Who's Your Caddy?,"When ""street smart"" rapper Christopher ""C-Note"" Hawkins (Big Boi) applies for a membership to all-white Carolina Pines Country Club, the establishment's proprietors are hardly ready to oblige him.",1.197217,http://img.omdbapi.com/?i=tt0785077&h=600&apikey=f3f2af9c,"The_Weinstein_Company,Dimension_Films,Metro-Goldwyn-Mayer_(MGM)",United_States_of_America,2007-07-27,0.0,93.0,English,Released,,Who's Your Caddy?,False,3.8,18.0,2007,"Valet-Mick_Partridge,C-Note-Big_Boi,Lady_G-Sherri_Shepherd,Himself-Lil_Wayne,Wilson_Cummings-Andy_Milonakis,Big_Large-Faizon_Love,Tank-Terry_Crews,Big_Willie_Johnson-Tony_Cox,Cummings-Jeffrey_Jones,Caddy_Mack-James_Avery,Shannon_Williams-Tamala_Jones",Don_Michael_Paul,sport,,,
12117,12117,12117,12117,False,,24000000,"Comedy,Drama,Romance",,15019,tt0466839,English,I Could Never Be Your Woman,This movie follows a mother who falls for a younger man while her daughter falls in love for the first time. Mother Nature messes with their fates.,11.414893,http://img.omdbapi.com/?i=tt0466839&h=600&apikey=f3f2af9c,"Scott_Rudin_Productions,I_Could_Never_Ltd.,Bauer_Martinez_Studios",United_States_of_America,2007-05-11,9576495.0,97.0,English,Released,Find Yourself. In Love.,I Could Never Be Your Woman,False,5.7,94.0,2007,"Rosie-Michelle_Pfeiffer,Adam-Paul_Rudd,Izzie_Mensforth-Saoirse_Ronan,Brianna-Stacey_Dash,Marty-Fred_Willard,Nathan-Jon_Lovitz,Jeannie-Sarah_Alexander,Mother_Nature-Tracey_Ullman,Melanie-Yasmin_Paige,Taylor-Graham_Norton,Hairdresser-Olivia_Colman,Censor-Steve_Pemberton,Casting_Girl-Archie_Panjabi,Producer-Mackenzie_Crook,Delivery_Boy-Ed_Byrne,David_-_Writer-David_Mitchell,Allergy_Actor-Chike_Chan",Amy_Heckerling,woman_director,,,
12384,12384,12384,12384,False,In_the_Name_of_the_King_Collection,60000000,"Adventure,Fantasy,Action,Drama",http://www.inthenameoftheking.com/,2312,tt0460780,English,In the Name of the King: A Dungeon Siege Tale,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",6.502566,http://img.omdbapi.com/?i=tt0460780&h=600&apikey=f3f2af9c,"Boll_Kino_Beteiligungs_GmbH_&_Co._KG,Brightlight_Pictures,Herold_Productions","Canada,Germany,United_States_of_America",2007-11-29,0.0,127.0,English,Released,Rise and fight,In the Name of the King: A Dungeon Siege Tale,False,4.1,227.0,2007,"Farmer-Jason_Statham,Merick-John_Rhys-Davies,Gallian-Ray_Liotta,Muriella-Leelee_Sobieski,King_Konreid-Burt_Reynolds,Norick-Ron_Perlman,Tarish-Brian_J._White,Elora-Kristanna_Loken,Duke_Fallow-Matthew_Lillard,Solana-Claire_Forlani,General_Backler-Mike_Dopud,Talwyn-Tania_Saulnier,Delinda-Gabrielle_Rose,Trumaine-Terence_Kelly,Crying_Woman-Carrie_Fleming,Handmaiden-Eva_Padberg,Bastian-Will_Sanderson,Caravan_Slave_#1-Jacqueline_Ann_Steuart,Caravan_Slave_#2-Travis_MacDonald",Uwe_Boll,"fictional_place,monster,loss_of_family,new_love,hero,love_of_one's_life,magic,fairy_tale,villain,kingdom,enchantment,bad_power,son,heir_to_the_throne,motherly_love,wizardry,revenge,royalty,family,based_on_video_game,medieval",2312.0,90830.0,1890.0
12738,12738,12738,12738,False,,0,Drama,,45791,tt0829098,English,And When Did You Last See Your Father?,The story of a son's conflicting memories of his dying father.,1.040302,http://img.omdbapi.com/?i=tt0829098&h=600&apikey=f3f2af9c,"Intandem_Films,Film4,Number_9_Films,Tiger_Aspect_Pictures,Father_Features,Audley_Films,Comptom_Investments","Ireland,United_Kingdom",2007-10-05,92.0,92.0,English,Released,Between every father and his son there is a story to be told.,When Did You Last See Your Father?,False,6.8,14.0,2007,"Arthur__Morrison-Jim_Broadbent,Blake__Morrison-Colin_Firth,Kim__Morrison-Juliet_Stevenson,Kathy__Morrison-Gina_McKee,Beaty-Sarah_Lancashire,Sandra-Elaine_Cassidy,Gillian-Claire_Skinner,Blake__Morrison_(Teen)-Matthew_Beard,Blake__Morrison_(Child)-Bradley_Johnson,Rachel-Carey_Mulligan,Steve-Justin_McDonald,Josie-Naomi_Allisstone,Peter-Elliot_Avery,Dr._Taggart-Tom_Butcher,Gillian_(Teen)-Tara_Berwin,Gillian_(Child)-Alannah_Barlow,Josie_(Teen)-Tilly_Curtis,Josie_(Child)-Olivia_Lindsay,Sophie_Morrison-Rhiannon_Howden",Anand_Tucker,"father_son_relationship,memory,hospital,confrontation,family,illness,old_girlfriend",,,
13229,13229,13229,13229,False,,0,Documentary,,74485,tt0878134,English,A Man Named Pearl,"Man Named Pearl tells the inspiring story of self-taught topiary artist Pearl Fryar. It offers a message that speaks to respect for both self and others, and shows what one person can achieve when he allows himself to share the full expression of his humanity.",0.145447,http://img.omdbapi.com/?i=tt0878134&h=600&apikey=f3f2af9c,,,2006-10-20,0.0,0.0,,Released,,A Man Named Pearl,False,8.3,2.0,2006,,,,,,
13494,13494,13494,13494,False,,1500000,"Comedy,Horror",http://www.dhentertainment.com/projects/1.my-name-bruce/,1961,tt0489235,English,My Name Is Bruce,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,8.708789,http://img.omdbapi.com/?i=tt0489235&h=600&apikey=f3f2af9c,"Dark_Horse_Entertainment,Image_Entertainment",United_States_of_America,2007-10-01,173066.0,86.0,English,Released,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,False,5.9,107.0,2007,"Bruce_Campbell-Bruce_Campbell,Kelly_Graham-Grace_Thorsen,Wing-Ted_Raimi,Tiny-Adam_Boyd,Fan-Mike_Estes,Kasey-Janelle_Farber,Gold_Lick_Citizen-Dani_Kelly",Bruce_Campbell,"parody,parallel_world",1961.0,95953.0,380.0
13650,13650,13650,13650,False,,0,,,91099,tt0439860,Spanish,Tu vida en 65',"A Sunday, three young friends read the obituary of a schoolmate with whom long ago they lost contact. They go to the morgue and realize that they are wrong: that burial is not that of their fellow student. From this, the confusion and random weave a story of friendship, love and death.",0.324601,http://img.omdbapi.com/?i=tt0439860&h=600&apikey=f3f2af9c,,,2006-07-14,0.0,100.0,Español,Released,,Your life in 65 minutes,False,6.5,4.0,2006,"Dani-Javier_Pereira,Ignacio-Oriol_Vila,Francisco-Marc_Rodríguez,Carmen-Núria_Gago",María_Ripoll,,,,
13780,13780,13780,13780,False,,0,"Documentary,Foreign",http://www.how-to-cook-your-life.de,2049,tt0943512,English,How to Cook Your Life,A Zen priest in San Francisco and cookbook author use Zen Buddhism and cooking to relate to everyday life.,0.091729,http://img.omdbapi.com/?i=tt0943512&h=600&apikey=f3f2af9c,"MFA_Filmdistribution,Karma_Films,Filmladen",United_States_of_America,2007-05-10,0.0,93.0,English,Released,,How to Cook Your Life,False,5.0,1.0,2007,"himself-Edward_Espe_Brown,herself-Doris_Dörrie",Doris_Dörrie,"buddhism,austria,cook,cooking,zen,cookery_course,woman_director",2049.0,61749.0,25445.0
14010,14010,14010,14010,False,,0,"Comedy,Thriller",http://www.killyourdarlingsmovie.com/,9974,tt0472118,English,Kill Your Darlings,"A desperate young writer is lured on a wild ride through the desert by a mysterious woman in this darkly comic take on the all-American road trip. Along the way they cross paths with a hapless mobster, a 6 foot transvestite and a lovesick housewife, all on the way to their celebrity TV shrink in Las Vegas... Things quickly spiral out of control into a dangerous cat-and-mouse game... a writer's frantic search for inspiration becomes intertwined with a motley crew of quirky characters seeking love and adventure at any cost.",0.313775,http://img.omdbapi.com/?i=tt0472118&h=600&apikey=f3f2af9c,,"Sweden,United_States_of_America",2006-04-12,0.0,94.0,"English,svenska",Released,,Kill Your Darlings,False,7.0,3.0,2006,"Lola-Lolita_Davidovich,Geert-Alexander_Skarsgård,Katherine-Julie_Benz,Dr._Bangley-John_Larroquette,Stevens-Greg_Germann,Erik-Andreas_Wilson,Officer_Jones-Benito_Martinez,Rock-John_Savage,Ella_Toscana-Terry_Moore,Sunshine-Skye_McCole_Bartusiak,Rob_Wolfton-Scott_Williamson,Susan-Michelle_Bonilla,Meadow-Ashlyn_Sanchez,Erik's_Father-Stellan_Skarsgård,Dr._Ein-Don_Stanton,Dr._Zwei-Dan_Stanton,Cowgirl_Bouncer-Cheryl_Hawker,Lou-Michael_Cutt,Bud-Hal_Havins,Omar-Fares_Fares",Björne_Larson,"highway,writer,road_movie,hitchhike",,,
14364,14364,14364,14364,False,Love_Hina_Collection,0,"Comedy,Romance,Animation,Music",,44685,tt0416938,Japanese,ラブひな 春スペシャル ～キミサクラチルナカレ!!～,"The tests have come, and Keitaro can only hope to succeed. However, in the final stretch, he fails miserably and daydreams through the test. Assuming that he has failed, he runs away, so the rest of the cast hunts him down on a remote desert island to bring him back.",1.785708,http://img.omdbapi.com/?i=tt0416938&h=600&apikey=f3f2af9c,"TV_Tokyo,Xebec",Japan,2001-03-31,0.0,48.0,日本語,Released,Spring break... Love Hina Style!!,Love Hina Spring Special - I Wish Your Dream,True,4.7,3.0,2001,"Naru_Narusegawa-Yui_Horie,Keitaro_Urashima-Yūji_Ueda,Mitsune_Konno-Junko_Noda,Shinobu_Maehara-Masayo_Kurata,Haruka_Urashima-Megumi_Hayashibara,Kaolla_Su-Reiko_Takagi,Sarah_MacDougal-Yumiko_Kobayashi,Motoko_Aoyama-Yuu_Asakawa,Nyamo-Nana_Mizuki,Mei_Narusegawa-Yuri_Shiratori,Himself-Ken_Akamatsu,Masayuki_Haitani-Hiroyuki_Yoshino",Yoshiaki_Iwasaki,romantic_comedy,44685.0,427783.0,21843.0
14405,14405,14405,14405,False,,8000000,"Horror,Action,Thriller",,24056,tt0471041,English,The Tournament,"Every ten or seven years in an unsuspecting town, The Tournament takes place. A battle royale between 30 of the world's deadliest assassins. The last man standing receiving the $10,000,000 cash prize and the title of Worlds No 1, which itself carries the legendary million dollar a bullet price tag.",8.904174,http://img.omdbapi.com/?i=tt0471041&h=600&apikey=f3f2af9c,"Sherwood_Schwartz_Productions,Mann_Made_Films,Storitel",United_Kingdom,2009-05-01,0.0,95.0,English,Released,"Every 10 years, the world's greatest assassins gather... Only one will survive.",The Tournament,False,5.8,186.0,2009,"Joshua_Harlow-Ving_Rhames,Father_Joseph_MacAvoy-Robert_Carlyle,Miles_Slade-Ian_Somerhalder,Lai_Lai_Zhen-Kelly_Hu,Powers-Liam_Cunningham,Anton_Bogart-Sebastien_Foucan,Steve_Tomko-Craig_Conway,Gene_Walker-John_Lynch,Eddy_Cusack-Nick_Rowntree,Lina_Sofia-Rachel_Grant,Tech_Eddie-Andy_Nyman,Tech_Rob-Iddo_Goldberg,Yuri_Petrov-Scott_Adkins,Sarah_Hunter-Camilla_Power,Joshua's_Wife-Tamika_Cameran,Asa_Sadi-Bashar_Rahal,Montoya-J.J._Perry",Scott_Mann,"competition,martial_arts,assassin,fight,fistfight,survival,tournament,explosion,combat,prize",,,
14619,14619,14619,14619,False,,0,"Drama,Romance",,47046,tt0317171,Thai,สุดเสน่หา,The story of a love affair that begins during a picnic on the Thai-Burmese border.,4.995545,http://img.omdbapi.com/?i=tt0317171&h=600&apikey=f3f2af9c,"Anna_Sanders_Films,Kick_the_Machine,Laong_Dao_Co.,_Ltd.","Thailand,France",2002-10-08,0.0,126.0,ภาษาไทย,Released,,Blissfully Yours,False,6.3,17.0,2002,"-Kanokporn_Tongaram,-Min_Oo,-Jenjira_Pongpas,-Sa-gnad_Chaiyapan,-Kanitpat_Premkij,-Jaruwan_Techasatiern,-Duangjai_Hiransri,-Mee_Maadman,-Suchada_Sirithanawuddhi,-Wibool_Boonrak",Apichatpong_Weerasethakul,unsimulated_sex,,,
14673,14673,14673,14673,False,,0,Documentary,,41886,tt1185384,English,Not Your Typical Bigfoot Movie,"Through the experiences of two amateur Bigfoot researchers in Appalachian Ohio, we see how the power of a dream can bring two men together and provide a source of hope and meaning that transcend the harsh realities of life in a dying steel town.",0.075972,http://img.omdbapi.com/?i=tt1185384&h=600&apikey=f3f2af9c,Common_People_Productions,United_States_of_America,2008-10-17,0.0,63.0,English,Released,Do you believe in the American Dream?,Not Your Typical Bigfoot Movie,False,6.3,2.0,2008,"Himself-Dallas_Gilbert,Himself-Wayne_Burton,-C._Thomas_Biscardi",Jay_Delaney,bigfoot,,,
14896,14896,14896,14896,False,,0,Drama,,12169,tt0926759,French,Le Premier Jour du reste de ta vie,A sprawling drama centered on five key days in a family's life.,6.173752,http://img.omdbapi.com/?i=tt0926759&h=600&apikey=f3f2af9c,"StudioCanal,Canal+,TPS_Star,Mandarin_Films,France_2_Cinéma",France,2008-07-23,0.0,114.0,Français,Released,,The First Day of the Rest of Your Life,False,7.5,139.0,2008,"Robert-Jacques_Gamblin,Marie-Jeanne-Zabou_Breitman,Fleur-Déborah_François,Raphaël-Marc-André_Grondin,Albert-Pio_Marmaï,Pierre-Roger_Dumas,Prune-Cécile_Cassel,Éric-Stanley_Weber,Clara-Sarah_Cohen-Hadria,Moïra-Camille_De_Pazzis,Sacha-Aymeric_Cormerais,Mathias_Moreau-Jean-Jacques_Vanier,Philippe-Philippe_Lefebvre,Le_docteur_Marcaurel-François-Xavier_Demaison,Le_rasta_blanc-Gilles_Lellouche,La_maîtresse_du_chien-Françoise_Brion,Fleur_10_ans-Nina_Rodriguez,Albert_12_ans-Simon_Cohen,Raphaël_(young)-Raphaël_Bouvet,La_prof_de_biolo-Ophélie_Koering,L'organisateur_du_concert-Jean-Louis_Frémont",Rémi_Bezançon,"diary,marriage,wine,student_of_medicine,car_crash,family,family_feud",,,
14947,14947,14947,14947,False,,0,"Drama,Crime",,41894,tt1210039,English,Blood Done Sign My Name,A drama based on the true story in which a black Vietnam-era veteran is allegedly murdered by a local white businessman who is later exonerated. The plot focuses on the role of a local high school teacher and the civil unrest that followed the acquittal.,0.518507,http://img.omdbapi.com/?i=tt1210039&h=600&apikey=f3f2af9c,,,2010-02-01,0.0,0.0,,Released,No one changes the world alone.,Blood Done Sign My Name,False,6.0,5.0,2010,"Boo_Tyson-Natalie_Alyn_Lind,Defense_attorney_Billy_Watkins-Michael_Rooker,Julie_Tyson-Emily_Alyn_Lind,Herman_Cozart-Omar_Benson_Miller,Roger_Oakley-Lee_Norris,Ben_Chavis-Nate_Parker,Vernon_Tyson-Ricky_Schroder,Roseanna_Allen-Lela_Rochon,Tim_Tyson-Gattlin_Griffith",Jeb_Stuart,,,,
14984,14984,14984,14984,False,,12000000,"Drama,Romance",http://www.mynameiskhanthefilm.com/,26022,tt1188996,Hindi,My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",11.264586,http://img.omdbapi.com/?i=tt1188996&h=600&apikey=f3f2af9c,"Fox_Searchlight_Pictures,Red_Chillies_Entertainment,Foxstar","India,United_States_of_America",2010-02-12,42345360.0,145.0,"English,हिन्दी,اردو",Released,I am Muslim and i am not a terrorist,My Name Is Khan,False,7.7,237.0,2010,"Rizwan_Khan-Shah_Rukh_Khan,Mandira_Khan-Kajol,Rizwan's_brother-Jimmy_Shergill,Rizwan's_mother-Zarina_Wahab,Rizwan_Khan_(as_a_child)-Tanay_Chheda,Radha-Sheetal_Menon,Faisal_Rahman-Arif_Zakaria,Raj-Arjun_Mathur,Barack_Obama-Christopher_B._Duncan,French_Reporter-Nicolas_Pajon,Walmart_Manager-Rod_Britt,Young_Reese_Garrick_(as_Michael_Arnold)-Michael_William_Arnold,Sarah_Garrick-Katie_A._Keane",Karan_Johar,bollywood,26022.0,50681.0,43234.0
15068,15068,15068,15068,False,,0,"Thriller,Mystery",,69872,tt0069421,Italian,Il tuo vizio è una stanza chiusa e solo io ne ho la chiave,"Oliviero is a burned-out writer, living at his estate near Venice, his dead mother dominating his imagination. He is also a degenerate: sleeps with his maid and his ex-student, hosts Bacchanalia for local hippies, and humiliates his wife Irina in front of strangers. She lives in terror. When a young woman is murdered, police suspect Oliviero. Things get complicated when his young, beautiful, and self-confident niece, Floriana, pays an unexpected visit. A silver-haired stranger observes. More women die, and thoughts of harming Irina give Oliviero new inspiration. What's Floriana's game and who's the observant stranger? Watching all is a black cat named Satan.",2.095122,http://img.omdbapi.com/?i=tt0069421&h=600&apikey=f3f2af9c,Lea_Film,Italy,1972-08-04,0.0,96.0,Italiano,Released,,Your Vice is a Locked Room and Only I Have the Key,False,6.5,21.0,1972,"Floriana-Edwige_Fenech,Irina_Rouvigny-Anita_Strindberg,Oliviero_Rouvigny-Luigi_Pistilli,Walter-Ivan_Rassimov,Inspector-Franco_Nebbia,Dario-Riccardo_Salvino,Brenda-Angela_La_Vorgna,Hooker-Enrica_Bonaccorti,Fausta-Daniela_Giordano,Bordello_Owner-Ermelinda_De_Felice,Libraio-Marco_Mariani,Mrs._Molinar-Nerina_Montagnani",Sergio_Martino,"sex,italian,nudity,horror,murder,giallo,violence,degenerate",,,
15077,15077,15077,15077,False,How_to_Train_Your_Dragon_Collection,165000000,"Fantasy,Adventure,Animation,Family",http://www.howtotrainyourdragon.com/,10191,tt0892769,English,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",14.416681,http://img.omdbapi.com/?i=tt0892769&h=600&apikey=f3f2af9c,"DreamWorks_Animation,Vertigo_Entertainment,Mad_Hatter_Entertainment",United_States_of_America,2010-03-05,494878759.0,98.0,English,Released,One adventure will change two worlds,How to Train Your Dragon,False,7.5,4319.0,2010,"Hiccup_(voice)-Jay_Baruchel,Stoick_(voice)-Gerard_Butler,Gobber_(voice)-Craig_Ferguson,Astrid_(voice)-America_Ferrera,Snotlout_(voice)-Jonah_Hill,Fishlegs_(voice)-Christopher_Mintz-Plasse,Tuffnut_(voice)-T.J._Miller,Ruffnut_(voice)-Kristen_Wiig,Ack_(voice)-Robin_Atkin_Downes,Starkard_(voice)-Philip_McGrade,Hoark_the_Haggard_(voice)-Kieron_Elliott,Phlegma_the_Fierce_(voice)-Ashley_Jensen,Spitelout_(voice)-David_Tennant",Chris_Sanders,"flying,blacksmith,arena,island,night,ship,training,village,forest,viking,friendship,ignorance,flight,nest,dragon,battle,combat,well,warrior",,,
15172,15172,15172,15172,False,,2500000,"Comedy,Drama",http://www.freerainer.de/,1912,tt0810868,German,Free Rainer - Dein Fernseher lügt,"Frustrated, because he is forced to produce bad TV-shows, a manager of a TV-station, enters the station and manipulates the ratings, to initiate a TV-revolution.",2.529219,http://img.omdbapi.com/?i=tt0810868&h=600&apikey=f3f2af9c,"Coop_99,kahuuna_films,Österreichischer_Rundfunk_(ORF)",Germany,2007-09-11,0.0,129.0,Deutsch,Released,,Reclaim Your Brain,False,6.9,30.0,2007,"Rainer-Moritz_Bleibtreu,Pegah-Elsa_Schulz_Gambard,Maiwald-Gregor_Bloéb,Philipp-Milan_Peschel,Anna-Simone_Hanselmann,Maiwalds_Freundin-Franziska_Knuppe,Kreativling-Thorsten_Feller,Junger_Mann_-_Titanic_Show-Vinzenz_Kiefer,Frau_Arnim-Us_Conradi,Bernd-Tom_Jahn,Harry-Robert_Viktor_Minich,Sebastian-Ralf_Knicker,Karl-Heinz-Andreas_Brandt,Gopal-Irshad_Panjatan,Moderatorin-Doris_Golpashin,Gründgens-Peer_Jäger,Pegahs_Großvater-Valentin_Platareanu,Pegah_als_Kind-Leyli_Timner,Mutter_Spaghetti-Finja_Martens,Hostess-Islam_Ben_Arfa,Kreativling_#2-Hans_Weingartner,Rechtsextremist-Jonas_Laleman,Kinderhasserin-Eva-Maria_Kurz,Partygast-Alexander_Müller,Partygast-Jörg_Purschke,Partygast-Toshko_Savov,Partygast-Nicole_Pilzecker,Lehrer-Walter_Hötte",Hans_Weingartner,"berlin,suicide,assassination,alcohol,drug_abuse,sense_of_guilt,solidarity,loyalty,blackmail,bathing,cocaine,self-awareness,tv_show,manipulation_of_the_media,media_tycoon,gun_rampage,jaguar,arrest,group,friendship,car_crash,hospital",1912.0,120780.0,1389.0
15286,15286,15286,15286,False,,980000,Documentary,http://lordsaveusthemovie.com/,42910,tt1237900,English,"Lord, Save Us from Your Followers","The humorous, provocative and moving examination of the Culture Wars and faith in America. Featuring interviews from all sides of the issues, the film is a balanced, challenging and entertaining foray into the most divisive and difficult topics in our culture. Includes interviews with Al Franken, Sen. Rick Santorum, Dr. Tony Campolo, Sister Mary Timothy, Michael Reagan, Ron Luce as well as rousing man-on-the-street interviews with director Dan Merchant dressed as Bumpersticker Man, a wild Culture Wars game show pits a Liberal Media Elite team against a team of Young Conservatives and a powerful ""reverse Confession Booth"" at a Gay Pride event provides unexpected emotion",0.005079,http://img.omdbapi.com/?i=tt1237900&h=600&apikey=f3f2af9c,"Big_Finish_Media,Lightning_Strikes_Entertainment,Zaccheus_Film_Group",United_States_of_America,2008-06-13,0.0,100.0,English,Released,Why is the Gospel of Love Dividing America?,Lord Save Us,False,0.0,0.0,2008,"Himself-Dan_Merchant,Himself-Bill_Maher,Himself-Al_Franken,Himself_(archive_footage)-Bono,Himself_(archive_footage)-George_W._Bush,Himself-Tony_Campolo,Himself_(archive_footage)-Stephen_Colbert,Herself_(archive_footage)-Ann_Coulter,Himself_(archive_footage)-James_C._Dobson",Dan_Merchant,,,,
15372,15372,15372,15372,False,,0,"Horror,Foreign",,30913,tt0059440,Portuguese,À Meia Noite Levarei Sua Alma,Coffin Joe terrorizes a small peasant community in his search for the perfect woman to bear him a child.,1.049373,http://img.omdbapi.com/?i=tt0059440&h=600&apikey=f3f2af9c,,Brazil,1964-11-09,0.0,84.0,Português,Released,,At Midnight I'll Take Your Soul,False,5.7,21.0,1964,"Zé_do_Caixão-José_Mojica_Marins,Terezinha-Magda_Mei,Antônio-Nivaldo_Lima,Lenita-Valéria_Vasquez,Dr._Rodolfo-Ilídio_Martins_Simões,-Mario_Lima",José_Mojica_Marins,"witch,brazilian,peasant,independent_film",,,
15561,15561,15561,15561,False,,0,"Comedy,Crime,Drama",http://newrealfilms.com/lesliemynameisevil/,45622,tt1345488,English,"Manson, My Name Is Evil","Perry, a sheltered chemical engineer, falls in love with Leslie, a former homecoming princess, when he becomes a jury member at her hippie death cult murder trial.",0.838298,http://img.omdbapi.com/?i=tt1345488&h=600&apikey=f3f2af9c,"New_Real_Films,2077883_Ontario",Canada,2009-09-14,0.0,85.0,,Released,Cheerleader. Prom Queen. Manson Girl.,"Manson, My Name Is Evil",False,4.7,7.0,2009,"Leslie-Kristen_Hager,Perry-Gregory_Smith,Charlie-Ryan_Robbins,Dorothy-Kristin_Adams,Walter-Peter_Keleghan,Katie-Kaniehtiio_Horn,Sadie-Anjelica_Scannura,Bobby-Travis_Milne,Defense_Attorney-Tom_Barnett,Judge-Peter_MacNeill,Laura-Sarah_Gadon,Prosecutor-Don_McKellar",Reginald_Harkema,"chemical_engineer,reference_to_sharon_tate,parallel_lives,parallel_story,casual_sex",,,
15562,15562,15562,15562,False,,0,"Comedy,Music",,43514,tt0036422,English,Thank Your Lucky Stars,An Eddie Cantor look-alike organizes an all-star show to help the war effort.,6.037392,http://img.omdbapi.com/?i=tt0036422&h=600&apikey=f3f2af9c,Warner_Bros.,United_States_of_America,1943-09-25,0.0,127.0,English,Released,A thousand shows in one!,Thank Your Lucky Stars,False,6.8,8.0,1943,"Himself-Humphrey_Bogart,Himself_/_Joe_Simpson-Eddie_Cantor,Herself-Bette_Davis,Herself-Olivia_de_Havilland,Himself-Errol_Flynn,Himself-John_Garfield,Pat_Dixon-Joan_Leslie,Herself-Ida_Lupino,Tommy_Randolph-Dennis_Morgan,Herself-Ann_Sheridan,Herself-Dinah_Shore,Herself-Alexis_Smith,Himself-Jack_Carson,Himself-Alan_Hale,Himself-George_Tobias,Woman-Anne_G._Sterling,Farnsworth-Edward_Everett_Horton,Dr._Schlenna-S.Z._Sakall,Gossip_in_'Ice_Cold_Katie'_Number-Hattie_McDaniel,Himself-Doodles_Weaver",David_Butler,"look-alike,all_star",,,
15635,15635,15635,15635,False,,0,"Drama,Horror,Thriller",,85023,tt0070435,English,A Name for Evil,"Dissatisfied with the family architectural business, a man and his wife pack up and move out to his great-grandfather's old house in the country. While trying to patch it up, the house starts to make it clear to him that it doesn't want him there, but the local church (with some off-kilter practices of their own) seems to take a shine to him.",0.00335,http://img.omdbapi.com/?i=tt0070435&h=600&apikey=f3f2af9c,,,1973-01-01,0.0,74.0,English,Released,The dream house that becomes a nightmare.,A Name for Evil,False,0.0,0.0,1973,"John_Blake-Robert_Culp,Joanna_Blake-Samantha_Eggar,Luanna_Baxter-Sheila_Sullivan,Fats-Mike_Lane,Jimmy-Clarence_'Big'_Miller,Mary-Sue_Hathaway,Orgy_Girl_(uncredited)-Rene_Bond",Bernard_Girard,"male_nudity,funeral,nudism,falling_from_height",,,
